-0.200501,-0.003268,1.187242,3.141532,-0.004455,-0.086242
-0.200259,-0.003752,1.186524,3.139929,0.001727,-0.088267
-0.198941,-0.005565,1.185385,3.136253,0.012199,-0.085976
-0.197281,-0.008301,1.184345,3.130248,0.024524,-0.082686
-0.196107,-0.010923,1.182429,3.122100,0.036787,-0.082925
-0.193798,-0.012105,1.178962,3.113822,0.047544,-0.081788
-0.190278,-0.011772,1.173426,3.107989,0.055096,-0.080670
-0.185932,-0.011040,1.166281,3.105467,0.057425,-0.080541
-0.181754,-0.009288,1.158568,3.106189,0.058102,-0.084182
-0.176707,-0.007046,1.153524,3.105374,0.071139,-0.081846
-0.171184,-0.007296,1.149952,3.100279,0.092748,-0.075047
-0.164519,-0.009727,1.146901,3.094002,0.112911,-0.060763
-0.156657,-0.012173,1.144605,3.087955,0.132527,-0.038440
-0.149725,-0.014363,1.140433,3.083080,0.152851,-0.019695
-0.143620,-0.016557,1.133765,3.080772,0.171450,-0.003147
-0.137695,-0.018189,1.127066,3.080252,0.183791,0.014994
-0.132979,-0.017715,1.121484,3.081634,0.190396,0.029691
-0.128221,-0.016366,1.116957,3.082246,0.197149,0.042015
-0.120638,-0.016532,1.113251,3.079391,0.205959,0.057630
-0.111195,-0.016530,1.109724,3.076983,0.215615,0.072042
-0.101788,-0.014793,1.104904,3.078245,0.224765,0.076347
-0.093264,-0.012099,1.098949,3.082848,0.226722,0.069343
-0.085529,-0.010059,1.093999,3.088437,0.220048,0.058151
-0.077743,-0.008092,1.090447,3.096086,0.214405,0.049808
-0.069443,-0.004837,1.088327,3.106931,0.218899,0.047290
-0.063256,-0.003666,1.083302,3.117633,0.223042,0.035755
-0.056877,-0.004706,1.075857,3.125032,0.226419,0.024082
-0.048280,-0.004857,1.068895,3.128569,0.236233,0.020308
-0.039115,-0.003300,1.062639,3.130987,0.248773,0.019083
-0.030483,-0.000955,1.056978,3.133981,0.260611,0.016297
-0.023602,0.002523,1.051654,3.136869,0.271862,0.006903
-0.017208,0.007311,1.044553,3.141705,0.275987,-0.002104
-0.011211,0.014086,1.036667,3.152016,0.276496,-0.010147
-0.007213,0.017230,1.030780,3.163001,0.267528,-0.024043
-0.004278,0.016840,1.026391,3.174121,0.254658,-0.038024
0.000408,0.016574,1.020312,3.184426,0.248160,-0.041649
0.006972,0.018990,1.014230,3.195876,0.238270,-0.036306
0.012145,0.024293,1.011707,3.209878,0.221725,-0.038136
0.016385,0.029801,1.012078,3.222512,0.204397,-0.043209
0.020159,0.032999,1.013474,3.230292,0.183676,-0.049249
0.025715,0.034464,1.013139,3.233726,0.160188,-0.044802
0.030352,0.034357,1.007344,3.235986,0.141841,-0.045208
0.031505,0.033850,0.999694,3.242633,0.130920,-0.063109
0.031576,0.032491,0.994529,3.252437,0.119344,-0.080930
0.031221,0.029265,0.990388,3.260616,0.111363,-0.096178
0.029954,0.024696,0.986607,3.265378,0.110845,-0.112321
0.032006,0.023226,0.984811,3.270639,0.122448,-0.109402
0.036361,0.025848,0.980731,3.276157,0.139946,-0.092962
0.041583,0.028481,0.971890,3.278884,0.150840,-0.070877
0.043303,0.031665,0.963479,3.282365,0.147778,-0.067900
0.043577,0.036900,0.961874,3.287708,0.140189,-0.075114
0.047299,0.041563,0.962896,3.289195,0.137585,-0.062046
0.052041,0.042930,0.963973,3.285403,0.140741,-0.043964
0.054928,0.041474,0.964013,3.279698,0.151030,-0.036085
0.056899,0.041524,0.962846,3.277633,0.166661,-0.030524
0.060030,0.044091,0.959951,3.276407,0.185675,-0.017241
0.064092,0.048066,0.953200,3.274650,0.201531,-0.000029
0.067777,0.050144,0.948801,3.271858,0.200380,0.002536
0.071821,0.048773,0.952036,3.265965,0.185566,-0.007904
0.077355,0.047054,0.955022,3.258963,0.175471,-0.008150
0.082732,0.047692,0.952595,3.253104,0.171165,-0.003854
0.087678,0.051534,0.949126,3.247645,0.163553,-0.000126
0.093052,0.056228,0.947055,3.241747,0.140254,0.005889
0.099419,0.061362,0.944527,3.234625,0.114428,0.021553
0.105853,0.066651,0.939885,3.225795,0.097249,0.042489
0.109339,0.075319,0.933017,3.224177,0.090221,0.048542
0.111514,0.084297,0.927518,3.225739,0.078850,0.046837
0.115046,0.092117,0.927626,3.224873,0.062812,0.049373
0.120500,0.099038,0.931502,3.219136,0.045966,0.064431
0.126189,0.105196,0.935075,3.209157,0.030107,0.085594
0.130660,0.110891,0.939529,3.195895,0.017065,0.099510
0.135345,0.115419,0.945546,3.179575,0.004989,0.116059
0.141552,0.118811,0.952793,3.163151,-0.005853,0.145325
0.146480,0.119884,0.959976,3.150014,-0.021134,0.164046
0.150600,0.121271,0.964967,3.145122,-0.030304,0.180581
0.153927,0.123983,0.967295,3.144903,-0.029236,0.197234
0.157020,0.125645,0.969364,3.143620,-0.029282,0.213643
0.160428,0.126069,0.969791,3.140357,-0.033706,0.235937
0.163168,0.124040,0.966779,3.133942,-0.043755,0.256237
0.165954,0.120965,0.960713,3.129051,-0.056512,0.281959
0.169204,0.119186,0.951855,3.128461,-0.069001,0.321062
0.173320,0.115534,0.946444,3.121179,-0.083255,0.367158
0.177155,0.112774,0.946242,3.112150,-0.092242,0.408860
0.179775,0.113595,0.946415,3.106833,-0.097562,0.447086
0.181828,0.116842,0.945139,3.102601,-0.098119,0.490428
0.184014,0.120431,0.940812,3.098007,-0.096053,0.546231
0.185072,0.123166,0.930011,3.091812,-0.100352,0.605281
0.184542,0.125212,0.912511,3.083741,-0.107210,0.665392
0.188938,0.129456,0.911120,3.073491,-0.106628,0.752382
0.192991,0.130974,0.911464,3.063402,-0.103314,0.817754
0.196917,0.128350,0.911520,3.051538,-0.099692,0.869158
0.201238,0.124316,0.911411,3.037982,-0.089886,0.922615
0.205294,0.120946,0.911539,3.025720,-0.074033,0.975631
0.208931,0.118005,0.911637,3.011719,-0.058880,1.041466
0.211640,0.115478,0.911852,2.989876,-0.052708,1.149044
0.213101,0.109626,0.912307,2.965614,-0.088767,1.301353
0.213550,0.108356,0.916611,2.947742,-0.123038,1.421155
0.211676,0.103874,0.912649,2.939545,-0.125174,1.446745
0.212572,0.101161,0.913229,2.943666,-0.123207,1.433180
0.214815,0.097927,0.916100,2.960915,-0.118125,1.379848
0.222101,0.092570,0.932283,2.972760,-0.097906,1.325507
0.227771,0.080972,0.944163,2.949891,-0.045755,1.271580
0.224224,0.077137,0.934687,2.936582,-0.027108,1.194046
0.215128,0.071325,0.908984,2.939241,-0.041018,1.120152
0.216440,0.069558,0.910760,2.921286,-0.064544,1.179141
0.217099,0.069109,0.912024,2.922940,-0.120277,1.290338
0.218887,0.072468,0.918528,2.940247,-0.190446,1.371069
0.221936,0.068556,0.926670,2.939176,-0.215441,1.398761
0.227828,0.060880,0.940950,2.928432,-0.193830,1.388724
0.237614,0.050175,0.967076,2.902001,-0.134651,1.352222
0.240909,0.037166,0.976579,2.863607,-0.084093,1.270749
0.235778,0.016743,0.958757,2.858657,-0.113700,1.221593
0.217827,-0.015430,0.906851,2.882824,-0.177585,1.175849
0.219747,-0.020365,0.912394,2.892248,-0.234776,1.304078
0.221228,-0.026641,0.918682,2.894447,-0.262715,1.370452
0.228267,-0.036679,0.939983,2.878687,-0.257078,1.416429
0.237551,-0.050256,0.968707,2.868172,-0.235618,1.428062
0.247779,-0.067075,1.006254,2.857947,-0.195129,1.405556
0.250421,-0.080517,1.022731,2.853884,-0.155885,1.330463
0.247401,-0.079871,1.011756,2.868359,-0.161953,1.290813
0.235489,-0.080461,0.968912,2.887204,-0.183987,1.257499
0.212913,-0.087053,0.904503,2.922345,-0.240189,1.226791
0.214877,-0.092168,0.912922,2.890370,-0.309150,1.365759
0.214674,-0.103465,0.918615,2.859595,-0.325294,1.415069
0.215743,-0.114776,0.926938,2.844204,-0.321352,1.424529
0.216056,-0.117056,0.928129,2.866388,-0.315847,1.396609
0.217061,-0.117550,0.927813,2.902417,-0.300205,1.346685
0.214306,-0.123233,0.919726,2.918520,-0.244645,1.264167
0.208915,-0.126846,0.909551,2.906279,-0.195730,1.177635
0.210151,-0.126246,0.911116,2.897365,-0.199004,1.168678
0.211013,-0.124900,0.912358,2.892895,-0.236606,1.213916
0.214163,-0.122975,0.919296,2.888840,-0.272329,1.285119
0.214954,-0.120904,0.921123,2.901862,-0.271049,1.304676
0.211731,-0.123458,0.912962,2.918565,-0.210928,1.239065
0.213082,-0.113237,0.912781,2.895760,-0.120176,1.225416
0.214129,-0.094040,0.909888,2.865758,-0.073882,1.254661
0.214404,-0.095239,0.910994,2.877662,-0.132832,1.274863
0.218878,-0.099533,0.923934,2.912178,-0.213339,1.298880
0.221537,-0.106830,0.933650,2.932650,-0.236292,1.302024
0.217015,-0.108053,0.921757,2.940729,-0.173923,1.239887
0.214266,-0.093236,0.909650,2.913393,-0.113731,1.250690
0.214242,-0.095786,0.910893,2.873522,-0.124282,1.295783
0.216289,-0.103754,0.919272,2.866016,-0.164094,1.323540
0.225039,-0.115987,0.947534,2.858672,-0.198981,1.356601
0.229200,-0.115821,0.959641,2.891675,-0.184600,1.307106
0.226335,-0.102928,0.946963,2.916763,-0.152472,1.240909
0.214459,-0.086895,0.909038,2.943165,-0.156198,1.187214
0.215493,-0.088470,0.911415,2.912104,-0.196512,1.252526
0.219810,-0.097444,0.926401,2.873724,-0.220302,1.311933
0.229176,-0.104961,0.955928,2.833638,-0.201125,1.353936
0.235805,-0.118408,0.982107,2.813020,-0.176995,1.333796
0.237750,-0.127625,0.993762,2.828386,-0.199162,1.309012
0.230686,-0.121791,0.967071,2.860324,-0.218066,1.278822
0.211927,-0.106398,0.907360,2.881062,-0.204788,1.233245
0.212474,-0.106796,0.910940,2.823940,-0.201687,1.317199
0.212959,-0.106263,0.913460,2.804063,-0.212784,1.348179
0.215941,-0.106135,0.920971,2.800093,-0.221720,1.346000
0.222975,-0.105223,0.938307,2.805789,-0.227881,1.323848
0.234520,-0.102818,0.971457,2.821062,-0.247181,1.299953
0.236789,-0.100850,0.980150,2.848408,-0.254602,1.234437
0.230638,-0.100452,0.960832,2.856812,-0.251017,1.182474
0.222283,-0.095955,0.934509,2.853209,-0.248676,1.168738
0.213368,-0.086970,0.906295,2.848273,-0.247241,1.156153
0.215749,-0.084589,0.911387,2.790382,-0.206655,1.209257
0.217482,-0.080223,0.916022,2.747024,-0.186226,1.272101
0.223687,-0.062934,0.929488,2.738921,-0.196792,1.315056
0.227901,-0.039683,0.936251,2.759315,-0.226110,1.297674
0.234497,-0.005472,0.952871,2.800493,-0.279337,1.271975
0.230656,0.013848,0.942581,2.790265,-0.253667,1.217776
0.217800,0.019819,0.907000,2.758334,-0.228668,1.185609
0.221190,0.031630,0.916400,2.717564,-0.192914,1.264110
0.222098,0.051261,0.921535,2.725212,-0.189532,1.293571
0.221541,0.063760,0.922024,2.746736,-0.229107,1.322667
0.217816,0.079525,0.915331,2.762967,-0.215882,1.286364
0.215667,0.083230,0.910870,2.761137,-0.218297,1.252919
0.218098,0.082318,0.916988,2.747794,-0.225051,1.293145
0.218184,0.090317,0.919103,2.742104,-0.190041,1.304966
0.214946,0.098849,0.917150,2.751546,-0.167840,1.295758
0.209807,0.102673,0.914346,2.763754,-0.165343,1.284142
0.210174,0.105586,0.914527,2.770497,-0.175397,1.289067
0.213623,0.106666,0.915228,2.774329,-0.195643,1.296259
0.214538,0.104071,0.916087,2.795789,-0.245463,1.308848
0.215728,0.097435,0.922294,2.828714,-0.277117,1.278628
0.216652,0.089810,0.917936,2.850989,-0.281165,1.210688
0.214282,0.081069,0.909353,2.858286,-0.275701,1.165524
0.215099,0.079369,0.911218,2.853562,-0.254500,1.226480
0.216407,0.077966,0.911950,2.843716,-0.237121,1.320558
0.217393,0.081572,0.918674,2.839334,-0.223978,1.384657
0.215421,0.084868,0.913551,2.856033,-0.224053,1.352712
0.214967,0.092931,0.911310,2.883773,-0.230514,1.283540
0.216041,0.096821,0.916944,2.912061,-0.265973,1.234218
0.217603,0.091583,0.918202,2.907018,-0.259154,1.252672
