-0.215119,-0.010164,1.159619,3.139482,-0.000421,-0.091728
-0.220443,-0.010145,1.160498,3.131209,0.011639,-0.103300
-0.231385,-0.009526,1.163826,3.115608,0.028464,-0.133785
-0.242919,-0.008595,1.168066,3.104309,0.037579,-0.160986
-0.254587,-0.007284,1.172920,3.101836,0.040148,-0.183277
-0.265485,-0.005481,1.176861,3.107821,0.036652,-0.199349
-0.276180,-0.003627,1.179471,3.118297,0.031812,-0.214205
-0.287551,-0.001143,1.182584,3.129650,0.035986,-0.231997
-0.300131,0.002901,1.185606,3.139915,0.049452,-0.257834
-0.309433,0.005171,1.190340,3.137794,0.062665,-0.269773
-0.316371,0.004134,1.196628,3.122220,0.067358,-0.275299
-0.323969,0.002970,1.202252,3.107155,0.063044,-0.288342
-0.331082,0.003568,1.205088,3.099601,0.053018,-0.299823
-0.337973,0.004771,1.206779,3.097609,0.036766,-0.310065
-0.344724,0.006022,1.209611,3.100643,0.021558,-0.320724
-0.351817,0.006207,1.213224,3.105459,0.014801,-0.337150
-0.359942,0.005746,1.215950,3.111749,0.016553,-0.363720
-0.369164,0.001358,1.221583,3.106001,0.008783,-0.391229
-0.378270,-0.005626,1.228784,3.094664,-0.006684,-0.410210
-0.386199,-0.010827,1.233905,3.092197,-0.021279,-0.422634
-0.393990,-0.013396,1.239484,3.095570,-0.038562,-0.434216
-0.401802,-0.015211,1.246626,3.097315,-0.056202,-0.445192
-0.409431,-0.018129,1.253365,3.094800,-0.066517,-0.456715
-0.416995,-0.021616,1.260243,3.089903,-0.062055,-0.469781
-0.424291,-0.024888,1.264985,3.084430,-0.038101,-0.484025
-0.427500,-0.024894,1.267954,3.083310,-0.018326,-0.485175
-0.426777,-0.021532,1.271233,3.083997,-0.007350,-0.477414
-0.427289,-0.018832,1.274996,3.080995,-0.006502,-0.481548
-0.430130,-0.017222,1.280272,3.074586,-0.013329,-0.494607
-0.434827,-0.016027,1.288108,3.065805,-0.009913,-0.512050
-0.441223,-0.014726,1.297248,3.053355,0.001910,-0.532065
-0.447304,-0.012452,1.306066,3.038139,0.020387,-0.543428
-0.451626,-0.008537,1.313293,3.023234,0.046794,-0.543750
-0.455544,-0.005750,1.317922,3.015053,0.053507,-0.552311
-0.460613,-0.005581,1.321469,3.011553,0.052418,-0.578219
-0.466590,-0.005920,1.325588,3.005494,0.062215,-0.607343
-0.472227,-0.005460,1.330685,2.998454,0.071352,-0.631319
-0.479001,-0.003297,1.337607,2.990927,0.072592,-0.658124
-0.486889,-0.001233,1.344560,2.979716,0.070331,-0.687940
-0.493356,-0.001446,1.348685,2.967007,0.072445,-0.714524
-0.499512,-0.002631,1.350147,2.952698,0.070968,-0.745589
-0.502258,-0.004268,1.353826,2.940160,0.076944,-0.757041
-0.503391,-0.006443,1.361979,2.928140,0.090461,-0.761895
-0.504512,-0.007870,1.372766,2.918771,0.093917,-0.771929
-0.505881,-0.008952,1.382216,2.910518,0.089717,-0.794077
-0.506858,-0.008938,1.389088,2.903836,0.089733,-0.822442
-0.507432,-0.008213,1.394510,2.896905,0.091833,-0.848991
-0.507986,-0.007304,1.400176,2.887222,0.089299,-0.866902
-0.507130,-0.004159,1.404780,2.876041,0.086464,-0.871143
-0.509323,-0.003477,1.408567,2.859309,0.083250,-0.882356
-0.517700,-0.005968,1.417503,2.843007,0.086046,-0.904549
-0.528483,-0.008760,1.428756,2.831253,0.088235,-0.927407
-0.538746,-0.011036,1.438717,2.825144,0.089448,-0.946809
-0.547291,-0.012709,1.445801,2.822350,0.096739,-0.964770
-0.553071,-0.013351,1.450503,2.820246,0.115649,-0.977515
-0.555659,-0.013924,1.456455,2.817557,0.140227,-0.982409
-0.556636,-0.013888,1.464416,2.814775,0.169405,-0.994507
-0.561160,-0.012809,1.470625,2.805549,0.188778,-1.027562
-0.570019,-0.011072,1.476090,2.789127,0.206400,-1.055484
-0.580488,-0.009742,1.480200,2.770101,0.229696,-1.072131
-0.591620,-0.008928,1.483854,2.755364,0.256539,-1.078484
-0.603254,-0.006680,1.490795,2.746135,0.290817,-1.076567
-0.614496,-0.002142,1.500958,2.737531,0.330517,-1.073257
-0.624037,0.003610,1.510820,2.725434,0.373710,-1.078167
-0.631078,0.008858,1.519240,2.715030,0.404549,-1.088682
